date,amount,customer,account,number
11/5/2009,116.04,Albert Albuqurque,Accounts Receivable,452
3/6/2009,116.44,Dilma Roussef,Accounts Receivable,453
7/7/2009,119.78,Boris Becker,Accounts Receivable,454
11/8/2009,117.62,Catherine Douglas,Accounts Receivable,455
1/11/2009,189.26,Elizabeth Taylor,Accounts Receivable,456
11/12/2009,120.39,Albert Albuqurque,Accounts Receivable,457
6/13/2009,121.82,Catherine Douglas,Accounts Receivable,458
11/1/2009,115.48,Albert Albuqurque,Accounts Receivable,459
11/4/2009,116.28,Boris Becker,Accounts Receivable,460
11/5/2009,116.04,Albert Albuqurque,Accounts Receivable,461
3/6/2009,116.44,Dilma Roussef,Accounts Receivable,462
7/7/2009,119.78,Boris Becker,Accounts Receivable,463
11/8/2009,117.62,Catherine Douglas,Accounts Receivable,464
1/11/2009,189.26,Elizabeth Taylor,Accounts Receivable,465
11/12/2009,120.39,Albert Albuqurque,Accounts Receivable,466
6/13/2009,121.82,Catherine Douglas,Accounts Receivable,467
11/1/2009,115.48,Albert Albuqurque,Accounts Receivable,468
11/4/2009,116.28,Boris Becker,Accounts Receivable,469
11/5/2009,116.04,Albert Albuqurque,Accounts Receivable,470
3/6/2009,116.44,Dilma Roussef,Accounts Receivable,471
7/7/2009,119.78,Boris Becker,Accounts Receivable,472
11/8/2009,117.62,Catherine Douglas,Accounts Receivable,473
1/11/2009,189.26,Elizabeth Taylor,Accounts Receivable,474
11/12/2009,120.39,Albert Albuqurque,Accounts Receivable,475
6/13/2009,121.82,Catherine Douglas,Accounts Receivable,476
11/1/2009,115.48,Albert Albuqurque,Accounts Receivable,477
11/4/2009,116.28,Boris Becker,Accounts Receivable,478
11/5/2009,116.04,Albert Albuqurque,Accounts Receivable,479
3/6/2009,116.44,Dilma Roussef,Accounts Receivable,480
7/7/2009,119.78,Boris Becker,Accounts Receivable,481
11/8/2009,117.62,Catherine Douglas,Accounts Receivable,482
1/11/2009,189.26,Elizabeth Taylor,Accounts Receivable,483
11/12/2009,120.39,Albert Albuqurque,Accounts Receivable,484
6/13/2009,121.82,Catherine Douglas,Accounts Receivable,485
11/1/2009,115.48,Albert Albuqurque,Accounts Receivable,486
11/4/2009,116.28,Boris Becker,Accounts Receivable,487
11/5/2009,116.04,Albert Albuqurque,Accounts Receivable,488
3/6/2009,116.44,Dilma Roussef,Accounts Receivable,489
7/7/2009,119.78,Boris Becker,Accounts Receivable,490
11/8/2009,117.62,Catherine Douglas,Accounts Receivable,491
1/11/2009,189.26,Elizabeth Taylor,Accounts Receivable,492
11/12/2009,120.39,Albert Albuqurque,Accounts Receivable,493
6/13/2009,121.82,Catherine Douglas,Accounts Receivable,494
11/1/2009,115.48,Albert Albuqurque,Accounts Receivable,495
11/4/2009,116.28,Boris Becker,Accounts Receivable,496
11/5/2009,116.04,Albert Albuqurque,Accounts Receivable,497
3/6/2009,116.44,Dilma Roussef,Accounts Receivable,498
7/7/2009,119.78,Boris Becker,Accounts Receivable,499
11/8/2009,117.62,Catherine Douglas,Accounts Receivable,500
1/11/2009,189.26,Elizabeth Taylor,Accounts Receivable,501
11/12/2009,120.39,Albert Albuqurque,Accounts Receivable,502
6/13/2009,121.82,Catherine Douglas,Accounts Receivable,503
11/1/2009,115.48,Albert Albuqurque,Accounts Receivable,504
11/4/2009,116.28,Boris Becker,Accounts Receivable,505
11/5/2009,116.04,Albert Albuqurque,Accounts Receivable,506
3/6/2009,116.44,Dilma Roussef,Accounts Receivable,507
7/7/2009,119.78,Boris Becker,Accounts Receivable,508
11/8/2009,117.62,Catherine Douglas,Accounts Receivable,509
1/11/2009,189.26,Elizabeth Taylor,Accounts Receivable,510
11/12/2009,120.39,Albert Albuqurque,Accounts Receivable,511
6/13/2009,121.82,Catherine Douglas,Accounts Receivable,512
11/1/2009,115.48,Albert Albuqurque,Accounts Receivable,513
11/4/2009,116.28,Boris Becker,Accounts Receivable,514
11/5/2009,116.04,Albert Albuqurque,Accounts Receivable,515
3/6/2009,116.44,Dilma Roussef,Accounts Receivable,516
7/7/2009,119.78,Boris Becker,Accounts Receivable,517
11/8/2009,117.62,Catherine Douglas,Accounts Receivable,518
1/11/2009,189.26,Elizabeth Taylor,Accounts Receivable,519
11/12/2009,120.39,Albert Albuqurque,Accounts Receivable,520
6/13/2009,121.82,Catherine Douglas,Accounts Receivable,521
11/1/2009,115.48,Albert Albuqurque,Accounts Receivable,522
11/4/2009,116.28,Boris Becker,Accounts Receivable,523
11/5/2009,116.04,Albert Albuqurque,Accounts Receivable,524
3/6/2009,116.44,Dilma Roussef,Accounts Receivable,525
7/7/2009,119.78,Boris Becker,Accounts Receivable,526
11/8/2009,117.62,Catherine Douglas,Accounts Receivable,527
1/11/2009,189.26,Elizabeth Taylor,Accounts Receivable,528
11/12/2009,120.39,Albert Albuqurque,Accounts Receivable,529
6/13/2009,121.82,Catherine Douglas,Accounts Receivable,530
11/1/2009,115.48,Albert Albuqurque,Accounts Receivable,531
11/4/2009,116.28,Boris Becker,Accounts Receivable,532
11/5/2009,116.04,Albert Albuqurque,Accounts Receivable,533
3/6/2009,116.44,Dilma Roussef,Accounts Receivable,534
7/7/2009,119.78,Boris Becker,Accounts Receivable,535
11/8/2009,117.62,Catherine Douglas,Accounts Receivable,536
1/11/2009,189.26,Elizabeth Taylor,Accounts Receivable,537
11/12/2009,120.39,Albert Albuqurque,Accounts Receivable,538
6/13/2009,121.82,Catherine Douglas,Accounts Receivable,539
11/1/2009,115.48,Albert Albuqurque,Accounts Receivable,540
11/4/2009,116.28,Boris Becker,Accounts Receivable,541
11/5/2009,116.04,Albert Albuqurque,Accounts Receivable,542
3/6/2009,116.44,Dilma Roussef,Accounts Receivable,543
7/7/2009,119.78,Boris Becker,Accounts Receivable,544
11/8/2009,117.62,Catherine Douglas,Accounts Receivable,545
1/11/2009,189.26,Elizabeth Taylor,Accounts Receivable,546
11/12/2009,120.39,Albert Albuqurque,Accounts Receivable,547
6/13/2009,121.82,Catherine Douglas,Accounts Receivable,548
7/7/2010,119.78,Boris Becker,Accounts Receivable,549
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,550
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,551
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,552
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,553
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,554
11/4/2010,116.28,Boris Becker,Accounts Receivable,555
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,556
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,557
7/7/2010,119.78,Boris Becker,Accounts Receivable,558
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,559
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,560
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,561
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,562
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,563
11/4/2010,116.28,Boris Becker,Accounts Receivable,564
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,565
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,566
7/7/2010,119.78,Boris Becker,Accounts Receivable,567
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,568
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,569
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,570
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,571
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,572
11/4/2010,116.28,Boris Becker,Accounts Receivable,573
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,574
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,575
7/7/2010,119.78,Boris Becker,Accounts Receivable,576
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,577
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,578
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,579
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,580
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,581
11/4/2010,116.28,Boris Becker,Accounts Receivable,582
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,583
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,584
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,585
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,586
11/4/2010,116.28,Boris Becker,Accounts Receivable,587
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,588
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,589
7/7/2010,119.78,Boris Becker,Accounts Receivable,590
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,591
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,592
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,593
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,594
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,595
11/4/2010,116.28,Boris Becker,Accounts Receivable,596
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,597
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,598
7/7/2010,119.78,Boris Becker,Accounts Receivable,599
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,600
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,601
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,602
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,603
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,604
11/4/2010,116.28,Boris Becker,Accounts Receivable,605
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,606
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,607
7/7/2010,119.78,Boris Becker,Accounts Receivable,608
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,609
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,610
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,611
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,612
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,613
11/4/2010,116.28,Boris Becker,Accounts Receivable,614
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,615
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,616
7/7/2010,119.78,Boris Becker,Accounts Receivable,617
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,618
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,619
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,620
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,621
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,622
11/4/2010,116.28,Boris Becker,Accounts Receivable,623
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,624
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,625
7/7/2010,119.78,Boris Becker,Accounts Receivable,626
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,627
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,628
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,629
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,630
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,631
11/4/2010,116.28,Boris Becker,Accounts Receivable,632
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,633
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,634
7/7/2010,119.78,Boris Becker,Accounts Receivable,635
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,636
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,637
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,638
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,639
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,640
11/4/2010,116.28,Boris Becker,Accounts Receivable,641
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,642
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,643
7/7/2010,119.78,Boris Becker,Accounts Receivable,644
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,645
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,646
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,647
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,648
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,649
11/4/2010,116.28,Boris Becker,Accounts Receivable,650
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,651
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,652
7/7/2010,119.78,Boris Becker,Accounts Receivable,653
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,654
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,655
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,656
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,657
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,658
11/4/2010,116.28,Boris Becker,Accounts Receivable,659
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,660
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,661
7/7/2010,119.78,Boris Becker,Accounts Receivable,662
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,663
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,664
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,665
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,666
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,667
11/4/2010,116.28,Boris Becker,Accounts Receivable,668
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,669
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,670
7/7/2010,119.78,Boris Becker,Accounts Receivable,671
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,672
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,673
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,674
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,675
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,676
11/4/2010,116.28,Boris Becker,Accounts Receivable,677
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,678
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,679
7/7/2010,119.78,Boris Becker,Accounts Receivable,680
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,681
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,682
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,683
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,684
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,685
11/4/2010,116.28,Boris Becker,Accounts Receivable,686
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,687
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,688
7/7/2010,119.78,Boris Becker,Accounts Receivable,689
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,690
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,691
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,692
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,693
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,694
11/4/2010,116.28,Boris Becker,Accounts Receivable,695
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,696
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,697
7/7/2010,119.78,Boris Becker,Accounts Receivable,698
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,699
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,700
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,701
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,702
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,703
11/4/2010,116.28,Boris Becker,Accounts Receivable,704
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,705
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,706
7/7/2010,119.78,Boris Becker,Accounts Receivable,707
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,708
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,709
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,710
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,711
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,712
11/4/2010,116.28,Boris Becker,Accounts Receivable,713
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,714
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,715
7/7/2010,119.78,Boris Becker,Accounts Receivable,716
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,717
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,718
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,719
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,720
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,721
11/4/2010,116.28,Boris Becker,Accounts Receivable,722
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,723
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,724
7/7/2010,119.78,Boris Becker,Accounts Receivable,725
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,726
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,727
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,728
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,729
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,730
11/4/2010,116.28,Boris Becker,Accounts Receivable,731
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,732
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,733
7/7/2010,119.78,Boris Becker,Accounts Receivable,734
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,735
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,736
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,737
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,738
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,739
11/4/2010,116.28,Boris Becker,Accounts Receivable,740
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,741
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,742
7/7/2010,119.78,Boris Becker,Accounts Receivable,743
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,744
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,745
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,746
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,747
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,748
11/4/2010,116.28,Boris Becker,Accounts Receivable,749
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,750
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,751
7/7/2010,119.78,Boris Becker,Accounts Receivable,752
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,753
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,754
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,755
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,756
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,757
11/4/2010,116.28,Boris Becker,Accounts Receivable,758
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,759
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,760
7/7/2010,119.78,Boris Becker,Accounts Receivable,761
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,762
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,763
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,764
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,765
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,766
11/4/2010,116.28,Boris Becker,Accounts Receivable,767
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,768
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,769
7/7/2010,119.78,Boris Becker,Accounts Receivable,770
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,771
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,772
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,773
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,774
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,775
11/4/2010,116.28,Boris Becker,Accounts Receivable,776
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,777
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,778
7/7/2010,119.78,Boris Becker,Accounts Receivable,779
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,780
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,781
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,782
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,783
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,784
11/4/2010,116.28,Boris Becker,Accounts Receivable,785
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,786
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,787
7/7/2010,119.78,Boris Becker,Accounts Receivable,788
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,789
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,790
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,791
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,792
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,793
11/4/2010,116.28,Boris Becker,Accounts Receivable,794
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,795
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,796
7/7/2010,119.78,Boris Becker,Accounts Receivable,797
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,798
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,799
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,800
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,801
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,802
11/4/2010,116.28,Boris Becker,Accounts Receivable,803
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,804
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,805
7/7/2010,119.78,Boris Becker,Accounts Receivable,806
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,807
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,808
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,809
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,810
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,811
11/4/2010,116.28,Boris Becker,Accounts Receivable,812
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,813
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,814
7/7/2010,119.78,Boris Becker,Accounts Receivable,815
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,816
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,817
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,818
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,819
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,820
11/4/2010,116.28,Boris Becker,Accounts Receivable,821
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,822
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,823
7/7/2010,119.78,Boris Becker,Accounts Receivable,824
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,825
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,826
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,827
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,828
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,829
11/4/2010,116.28,Boris Becker,Accounts Receivable,830
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,831
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,832
7/7/2010,119.78,Boris Becker,Accounts Receivable,833
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,834
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,835
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,836
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,837
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,838
11/4/2010,116.28,Boris Becker,Accounts Receivable,839
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,840
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,841
7/7/2010,119.78,Boris Becker,Accounts Receivable,842
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,843
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,844
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,845
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,846
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,847
11/4/2010,116.28,Boris Becker,Accounts Receivable,848
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,849
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,850
7/7/2010,119.78,Boris Becker,Accounts Receivable,851
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,852
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,853
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,854
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,855
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,856
11/4/2010,116.28,Boris Becker,Accounts Receivable,857
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,858
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,859
7/7/2010,119.78,Boris Becker,Accounts Receivable,860
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,861
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,862
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,863
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,864
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,865
11/4/2010,116.28,Boris Becker,Accounts Receivable,866
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,867
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,868
7/7/2010,119.78,Boris Becker,Accounts Receivable,869
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,870
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,871
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,872
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,873
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,874
11/4/2010,116.28,Boris Becker,Accounts Receivable,875
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,876
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,877
7/7/2010,119.78,Boris Becker,Accounts Receivable,878
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,879
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,880
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,881
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,882
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,883
11/4/2010,116.28,Boris Becker,Accounts Receivable,884
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,885
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,886
7/7/2010,119.78,Boris Becker,Accounts Receivable,887
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,888
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,889
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,890
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,891
11/1/2010,115.48,Albert Albuqurque,Accounts Receivable,892
11/4/2010,116.28,Boris Becker,Accounts Receivable,893
11/5/2010,116.04,Albert Albuqurque,Accounts Receivable,894
3/6/2010,116.44,Dilma Roussef,Accounts Receivable,895
7/7/2010,119.78,Boris Becker,Accounts Receivable,896
11/8/2010,117.62,Catherine Douglas,Accounts Receivable,897
1/11/2010,189.26,Elizabeth Taylor,Accounts Receivable,898
11/12/2010,120.39,Albert Albuqurque,Accounts Receivable,899
6/13/2010,121.82,Catherine Douglas,Accounts Receivable,900
